#,,Banda 1-FC,Banda 2-FC,Banda 3-FC,Banda 4-FC,Banda 5-FC,Banda 6-FC,Banda 7-FC,Banda 8-FC
#,Banda,3460.5,3150.5,2840.5,2530.5,2220.5,1910.5,1600.5,1290.5
#,Mes,T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC],T [ºC]
2089,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2089,9,-3.02,-1.58,-0.15,1.29,2.72,4.16,5.59,7.03
2089,10,1.01,2.37,3.72,5.08,6.44,7.79,9.15,10.51
2089,11,3.00,4.60,6.19,7.79,9.38,10.97,12.57,14.16
2089,12,7.78,8.92,10.06,11.20,12.34,13.49,14.63,15.77
2090,1,10.98,12.09,13.19,14.30,15.40,16.51,17.61,18.71
2090,2,12.56,13.34,14.13,14.92,15.71,16.49,17.28,18.07
2090,3,9.40,10.12,10.84,11.56,12.29,13.01,13.73,14.45
2090,4,6.43,7.50,8.56,9.62,10.69,11.75,12.82,13.88
2090,5,-0.55,1.04,2.63,4.21,5.80,7.38,8.97,10.55
2090,6,-5.65,-3.94,-2.24,-0.53,1.17,2.88,4.58,6.28
2090,7,-6.35,-4.93,-3.50,-2.08,-0.66,0.76,2.19,3.61
2090,8,-4.39,-3.13,-1.87,-0.62,0.64,1.90,3.16,4.41
2090,9,-4.25,-2.23,-0.21,1.82,3.84,5.86,7.88,9.90
2090,10,1.02,2.40,3.77,5.14,6.52,7.89,9.27,10.64
2090,11,3.06,4.69,6.31,7.94,9.56,11.19,12.82,14.44
2090,12,7.63,8.75,9.87,10.99,12.11,13.23,14.35,15.47
2091,1,10.75,11.83,12.92,14.00,15.08,16.16,17.24,18.32
2091,2,12.50,13.28,14.07,14.85,15.63,16.42,17.20,17.98
2091,3,10.33,11.12,11.92,12.71,13.50,14.30,15.09,15.88
2091,4,5.97,6.96,7.95,8.94,9.93,10.92,11.91,12.90
2091,5,-0.42,0.81,2.04,3.27,4.50,5.73,6.96,8.20
2091,6,-5.49,-3.83,-2.17,-0.52,1.14,2.79,4.45,6.11
2091,7,-6.29,-4.88,-3.47,-2.06,-0.65,0.76,2.17,3.58
2091,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2091,9,-2.78,-1.46,-0.13,1.19,2.51,3.83,5.15,6.47
2091,10,0.92,2.16,3.40,4.63,5.87,7.11,8.35,9.58
2091,11,2.66,4.08,5.49,6.90,8.32,9.73,11.14,12.56
2091,12,7.41,8.50,9.58,10.67,11.76,12.85,13.93,15.02
2092,1,10.43,11.48,12.53,13.58,14.63,15.67,16.72,17.77
2092,2,12.04,12.80,13.55,14.31,15.06,15.82,16.57,17.33
2092,3,10.38,11.18,11.97,12.77,13.57,14.37,15.16,15.96
2092,4,5.41,6.31,7.20,8.10,9.00,9.89,10.79,11.68
2092,5,-0.38,0.73,1.84,2.95,4.06,5.17,6.28,7.39
2092,6,-3.64,-2.54,-1.44,-0.34,0.76,1.86,2.96,4.06
2092,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2092,8,-4.60,-3.28,-1.96,-0.65,0.67,1.99,3.31,4.63
2092,9,-3.32,-1.74,-0.16,1.42,3.00,4.58,6.16,7.75
2092,10,1.02,2.38,3.75,5.11,6.48,7.84,9.21,10.57
2092,11,2.94,4.51,6.07,7.63,9.20,10.76,12.32,13.88
2092,12,8.07,9.26,10.44,11.63,12.81,14.00,15.18,16.37
2093,1,10.34,11.38,12.42,13.46,14.50,15.54,16.57,17.61
2093,2,12.04,12.80,13.55,14.31,15.06,15.82,16.57,17.33
2093,3,11.47,12.35,13.23,14.11,14.99,15.87,16.75,17.63
2093,4,6.57,7.66,8.75,9.84,10.92,12.01,13.10,14.19
2093,5,-0.52,1.00,2.52,4.04,5.56,7.08,8.60,10.12
2093,6,-4.96,-3.47,-1.97,-0.47,1.03,2.53,4.03,5.53
2093,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2093,8,-4.47,-3.19,-1.91,-0.63,0.65,1.93,3.22,4.50
2093,9,-3.16,-1.66,-0.15,1.35,2.85,4.35,5.86,7.36
2093,10,0.95,2.22,3.49,4.76,6.03,7.30,8.58,9.85
2093,11,3.18,4.87,6.56,8.25,9.93,11.62,13.31,15.00
2093,12,8.33,9.55,10.78,12.00,13.22,14.44,15.67,16.89
2094,1,10.57,11.63,12.69,13.76,14.82,15.88,16.94,18.01
2094,2,12.56,13.34,14.13,14.92,15.71,16.49,17.28,18.07
2094,3,11.36,12.23,13.11,13.98,14.85,15.72,16.60,17.47
2094,4,5.69,6.63,7.58,8.52,9.46,10.41,11.35,12.29
2094,5,-0.42,0.81,2.04,3.27,4.50,5.73,6.96,8.20
2094,6,-4.44,-3.10,-1.76,-0.42,0.92,2.26,3.61,4.95
2094,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2094,8,-4.68,-3.34,-2.00,-0.66,0.68,2.03,3.37,4.71
2094,9,-3.59,-1.88,-0.17,1.53,3.24,4.94,6.65,8.35
2094,10,1.06,2.49,3.91,5.34,6.76,8.19,9.61,11.04
2094,11,3.06,4.69,6.31,7.94,9.56,11.19,12.82,14.44
2094,12,8.04,9.22,10.39,11.57,12.75,13.93,15.11,16.29
2095,1,9.74,10.72,11.70,12.68,13.65,14.63,15.61,16.59
2095,2,12.90,13.71,14.52,15.32,16.13,16.94,17.75,18.56
2095,3,11.67,12.57,13.46,14.36,15.26,16.15,17.05,17.95
2095,4,6.15,7.17,8.19,9.20,10.22,11.24,12.26,13.28
2095,5,-0.49,0.94,2.36,3.79,5.22,6.64,8.07,9.50
2095,6,-4.40,-3.07,-1.75,-0.42,0.91,2.24,3.57,4.90
2095,7,-5.93,-4.60,-3.27,-1.94,-0.62,0.71,2.04,3.37
2095,8,-5.15,-3.67,-2.20,-0.72,0.75,2.23,3.70,5.18
2095,9,-3.30,-1.73,-0.16,1.41,2.98,4.55,6.12,7.69
2095,10,0.95,2.22,3.49,4.76,6.03,7.30,8.58,9.85
2095,11,2.83,4.33,5.83,7.33,8.83,10.33,11.83,13.32
2095,12,7.48,8.58,9.68,10.78,11.88,12.97,14.07,15.17
2096,1,10.20,11.23,12.25,13.28,14.30,15.33,16.35,17.38
2096,2,12.27,13.04,13.81,14.58,15.35,16.12,16.89,17.66
2096,3,10.64,11.46,12.27,13.09,13.91,14.72,15.54,16.36
2096,4,5.55,6.47,7.39,8.31,9.23,10.15,11.07,11.99
2096,5,-0.45,0.86,2.18,3.49,4.81,6.12,7.44,8.75
2096,6,-4.44,-3.10,-1.76,-0.42,0.92,2.26,3.61,4.95
2096,7,-5.99,-4.65,-3.31,-1.96,-0.62,0.72,2.06,3.41
2096,8,-4.26,-3.04,-1.82,-0.60,0.62,1.84,3.06,4.29
2096,9,-3.09,-1.62,-0.15,1.32,2.79,4.26,5.72,7.19
2096,10,1.05,2.46,3.86,5.27,6.68,8.09,9.50,10.91
2096,11,3.02,4.62,6.22,7.82,9.43,11.03,12.63,14.23
2096,12,7.93,9.09,10.25,11.42,12.58,13.74,14.90,16.07
2097,1,10.94,12.04,13.14,14.24,15.34,16.44,17.54,18.64
2097,2,12.67,13.46,14.26,15.05,15.85,16.64,17.44,18.23
2097,3,9.92,10.68,11.44,12.20,12.96,13.72,14.48,15.25
2097,4,5.90,6.88,7.86,8.84,9.81,10.79,11.77,12.75
2097,5,-0.46,0.88,2.22,3.57,4.91,6.25,7.60,8.94
2097,6,-4.40,-3.07,-1.75,-0.42,0.91,2.24,3.57,4.90
2097,7,-6.47,-5.02,-3.57,-2.12,-0.67,0.78,2.23,3.68
2097,8,-4.77,-3.40,-2.04,-0.67,0.70,2.06,3.43,4.79
2097,9,-2.99,-1.57,-0.14,1.28,2.70,4.12,5.55,6.97
2097,10,0.98,2.31,3.63,4.95,6.28,7.60,8.92,10.24
2097,11,2.83,4.33,5.83,7.33,8.83,10.33,11.83,13.32
2097,12,8.07,9.26,10.44,11.63,12.81,14.00,15.18,16.37
2098,1,11.35,12.50,13.64,14.78,15.92,17.06,18.20,19.34
2098,2,12.84,13.65,14.45,15.26,16.06,16.87,17.67,18.48
2098,3,10.12,10.90,11.68,12.45,13.23,14.01,14.79,15.56
2098,4,5.83,6.80,7.76,8.73,9.70,10.66,11.63,12.59
2098,5,-0.40,0.76,1.91,3.07,4.23,5.39,6.54,7.70
2098,6,-4.04,-2.82,-1.60,-0.38,0.84,2.06,3.28,4.50
2098,7,-5.81,-4.51,-3.21,-1.90,-0.60,0.70,2.00,3.30
2098,8,-4.22,-3.01,-1.80,-0.59,0.62,1.83,3.03,4.24
2098,9,-3.13,-1.64,-0.15,1.34,2.83,4.32,5.81,7.30
2098,10,1.07,2.52,3.96,5.40,6.84,8.29,9.73,11.17
2098,11,2.83,4.33,5.83,7.33,8.83,10.33,11.83,13.32
2098,12,8.04,9.22,10.39,11.57,12.75,13.93,15.11,16.29
2099,1,10.98,12.09,13.19,14.30,15.40,16.51,17.61,18.71
2099,2,12.33,13.10,13.87,14.65,15.42,16.19,16.97,17.74
2099,3,11.16,12.01,12.87,13.73,14.58,15.44,16.30,17.15
2099,4,5.87,6.84,7.81,8.78,9.76,10.73,11.70,12.67
2099,5,-0.48,0.91,2.30,3.69,5.08,6.47,7.86,9.25
2099,6,-5.16,-3.61,-2.05,-0.49,1.07,2.63,4.19,5.75
2099,7,-6.65,-5.16,-3.67,-2.18,-0.69,0.80,2.29,3.78
2099,8,-4.52,-3.22,-1.93,-0.63,0.66,1.95,3.25,4.54
2099,9,-3.16,-1.66,-0.15,1.35,2.85,4.35,5.86,7.36
2099,10,1.03,2.41,3.79,5.18,6.56,7.94,9.32,10.71
2099,11,3.39,5.19,6.99,8.78,10.58,12.38,14.18,15.98
2099,12,8.04,9.22,10.39,11.57,12.75,13.93,15.11,16.29
2100,1,11.35,12.50,13.64,14.78,15.92,17.06,18.20,19.34
2100,2,13.18,14.01,14.84,15.66,16.49,17.32,18.14,18.97
2100,3,11.41,12.29,13.17,14.04,14.92,15.80,16.67,17.55
2100,4,5.66,6.59,7.53,8.47,9.40,10.34,11.28,12.22
2100,5,-0.54,1.03,2.61,4.19,5.76,7.34,8.92,10.49
2100,6,-5.04,-3.52,-2.00,-0.48,1.05,2.57,4.09,5.62
2100,7,-5.57,-4.32,-3.07,-1.83,-0.58,0.67,1.92,3.17
2100,8,-4.47,-3.19,-1.91,-0.63,0.65,1.93,3.22,4.50
2100,9,-3.66,-1.92,-0.18,1.56,3.30,5.04,6.78,8.52
2100,10,0.95,2.23,3.51,4.79,6.07,7.35,8.63,9.91
2100,11,2.60,3.99,5.37,6.75,8.13,9.51,10.90,12.28
2100,12,7.45,8.54,9.63,10.72,11.82,12.91,14.00,15.10
